permutation_index,master_seed,permutation_eligible_identities,structurally_fixed_identities,actually_reassigned_identities,all_2300_destination_rows_filled_once,all_2300_source_rows_used_once,category_preserved,block_size_preserved,singleton_strata_fixed,macro_f1_L,macro_f1_L_plus_G_permuted,delta_G_given_L,balanced_accuracy_L,balanced_accuracy_L_plus_G_permuted,delta_balanced_accuracy,max_iterations_L_plus_G,converged_L_plus_G
60,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.7484156803716088,0.010395649783381478,0.7417391304347827,0.7513043478260869,0.009565217391304226,34,True
61,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.754521270495135,0.01650123990690766,0.7417391304347827,0.7578260869565218,0.016086956521739082,36,True
62,20260822,228,2,195,True,True,True,True,True,0.7380200305882273,0.7537132570327805,0.015693226444553177,0.7417391304347827,0.7578260869565218,0.016086956521739082,36,True
63,20260822,228,2,213,True,True,True,True,True,0.7380200305882273,0.7529256476512477,0.014905617063020404,0.7417391304347827,0.7565217391304347,0.014782608695652066,33,True
64,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7475990161609716,0.00957898557274428,0.7417391304347827,0.7517391304347826,0.009999999999999898,36,True
65,20260822,228,2,194,True,True,True,True,True,0.7380200305882273,0.7486864790792755,0.010666448491048253,0.7417391304347827,0.7517391304347826,0.009999999999999898,35,True
66,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.75031533186661,0.012295301278382742,0.7417391304347827,0.7539130434782607,0.012173913043478035,35,True
67,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7494563499885751,0.011436319400347839,0.7417391304347827,0.7539130434782608,0.012173913043478146,33,True
68,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7515967976625845,0.013576767074357177,0.7417391304347827,0.7552173913043477,0.01347826086956505,36,True
69,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7540764506212183,0.016056420032991015,0.7417391304347827,0.7573913043478262,0.01565217391304352,35,True
70,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7492571875261065,0.011237156937879189,0.7417391304347827,0.752608695652174,0.010869565217391353,34,True
71,20260822,228,2,212,True,True,True,True,True,0.7380200305882273,0.7491003689435726,0.011080338355345276,0.7417391304347827,0.7534782608695652,0.011739130434782474,33,True
72,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.7563331291286496,0.01831309854042229,0.7417391304347827,0.7595652173913044,0.01782608695652177,37,True
73,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7494466804416824,0.011426649853455095,0.7417391304347827,0.7530434782608696,0.011304347826086913,35,True
74,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7490171910827859,0.010997160494558567,0.7417391304347827,0.7530434782608696,0.011304347826086913,35,True
75,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7550303611868722,0.017010330598644874,0.7417391304347827,0.7578260869565219,0.016086956521739193,36,True
76,20260822,228,2,199,True,True,True,True,True,0.7380200305882273,0.7559310843045941,0.01791105371636681,0.7417391304347827,0.76,0.01826086956521733,35,True
77,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7534540101988524,0.015433979610625093,0.7417391304347827,0.7569565217391304,0.015217391304347738,35,True
78,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7457145662607736,0.007694535672546299,0.7417391304347827,0.75,0.008260869565217321,34,True
79,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7518469022313161,0.013826871643088823,0.7417391304347827,0.7552173913043478,0.013478260869565162,34,True
80,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7456812485914265,0.007661218003199188,0.7417391304347827,0.7491304347826088,0.007391304347826089,34,True
81,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7496850455535066,0.011665014965279275,0.7417391304347827,0.7534782608695652,0.011739130434782474,39,True
82,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.747832078121554,0.009812047533326651,0.7417391304347827,0.751304347826087,0.009565217391304337,33,True
83,20260822,228,2,192,True,True,True,True,True,0.7380200305882273,0.751707856461467,0.01368782587323969,0.7417391304347827,0.7552173913043477,0.01347826086956505,35,True
84,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7538359457132708,0.015815915125043545,0.7417391304347827,0.7578260869565219,0.016086956521739193,33,True
85,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7474419055950448,0.00942187500681746,0.7417391304347827,0.7504347826086957,0.008695652173912993,35,True
86,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7528788107763817,0.014858780188154452,0.7417391304347827,0.7565217391304347,0.014782608695652066,34,True
