permutation_index,master_seed,permutation_eligible_identities,structurally_fixed_identities,actually_reassigned_identities,all_2300_destination_rows_filled_once,all_2300_source_rows_used_once,category_preserved,block_size_preserved,singleton_strata_fixed,macro_f1_L,macro_f1_L_plus_G_permuted,delta_G_given_L,balanced_accuracy_L,balanced_accuracy_L_plus_G_permuted,delta_balanced_accuracy,max_iterations_L_plus_G,converged_L_plus_G
179,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7559055244574383,0.01788549386921101,0.7417391304347827,0.7595652173913044,0.01782608695652177,35,True
180,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7503239526107405,0.01230392202251318,0.7417391304347827,0.7539130434782608,0.012173913043478146,37,True
181,20260822,228,2,198,True,True,True,True,True,0.7380200305882273,0.7506703510820067,0.012650320493779454,0.7417391304347827,0.7543478260869563,0.012608695652173596,34,True
182,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7514848524623162,0.013464821874088928,0.7417391304347827,0.7556521739130436,0.013913043478260945,34,True
183,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7568836812383021,0.01886365065007478,0.7417391304347827,0.7599999999999999,0.01826086956521722,36,True
184,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7468287477470071,0.008808717158779844,0.7417391304347827,0.7500000000000001,0.008260869565217432,36,True
185,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7542818553698819,0.01626182478165461,0.7417391304347827,0.7582608695652173,0.016521739130434643,34,True
186,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.752922225495248,0.014902194907020716,0.7417391304347827,0.7569565217391304,0.015217391304347738,37,True
187,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7536884515944555,0.015668421006228228,0.7417391304347827,0.7569565217391303,0.015217391304347627,39,True
188,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7497293989084772,0.011709368320249935,0.7417391304347827,0.7539130434782608,0.012173913043478146,34,True
189,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7453093805363855,0.007289349948158219,0.7417391304347827,0.7491304347826088,0.007391304347826089,33,True
190,20260822,228,2,214,True,True,True,True,True,0.7380200305882273,0.7485740476645525,0.010554017076325195,0.7417391304347827,0.752608695652174,0.010869565217391353,34,True
191,20260822,228,2,197,True,True,True,True,True,0.7380200305882273,0.7495819877585214,0.011561957170294068,0.7417391304347827,0.7534782608695653,0.011739130434782585,36,True
192,20260822,228,2,197,True,True,True,True,True,0.7380200305882273,0.7567147770949313,0.018694746506703996,0.7417391304347827,0.7604347826086958,0.018695652173913113,37,True
193,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7492352602332117,0.011215229644984448,0.7417391304347827,0.7530434782608697,0.011304347826087024,33,True
194,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.747867612914956,0.009847582326728666,0.7417391304347827,0.7517391304347826,0.009999999999999898,34,True
195,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7582518053220947,0.02023177473386739,0.7417391304347827,0.7621739130434783,0.02043478260869558,33,True
196,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7543786353398516,0.016358604751624317,0.7417391304347827,0.7582608695652173,0.016521739130434643,32,True
197,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7524833029921567,0.014463272403929417,0.7417391304347827,0.7565217391304347,0.014782608695652066,34,True
198,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7492904670609827,0.011270436472755385,0.7417391304347827,0.7530434782608696,0.011304347826086913,35,True
199,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7529950437132575,0.014975013125030245,0.7417391304347827,0.7565217391304349,0.014782608695652177,34,True
200,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7563453395798048,0.01832530899157747,0.7417391304347827,0.7604347826086958,0.018695652173913113,36,True
201,20260822,228,2,215,True,True,True,True,True,0.7380200305882273,0.7499559951680941,0.011935964579866787,0.7417391304347827,0.7534782608695653,0.011739130434782585,36,True
202,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7531752566130422,0.015155226024814894,0.7417391304347827,0.7569565217391304,0.015217391304347738,33,True
203,20260822,228,2,199,True,True,True,True,True,0.7380200305882273,0.7503556569666187,0.012335626378391362,0.7417391304347827,0.7534782608695652,0.011739130434782474,38,True
204,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7494135969051771,0.011393566316949766,0.7417391304347827,0.7530434782608696,0.011304347826086913,32,True
205,20260822,228,2,199,True,True,True,True,True,0.7380200305882273,0.7560534201894807,0.018033389601253447,0.7417391304347827,0.7595652173913043,0.01782608695652166,34,True
206,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7531237379771455,0.015103707388918197,0.7417391304347827,0.7569565217391306,0.01521739130434796,32,True
207,20260822,228,2,196,True,True,True,True,True,0.7380200305882273,0.7458030833587855,0.007783052770558241,0.7417391304347827,0.7495652173913043,0.00782608695652165,33,True
208,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.7412355959411603,0.003215565352932992,0.7417391304347827,0.7447826086956522,0.003043478260869481,34,True
209,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7444098271230185,0.0063897965347912145,0.7417391304347827,0.7482608695652173,0.006521739130434634,35,True
210,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7474854569365286,0.009465426348301276,0.7417391304347827,0.751304347826087,0.009565217391304337,35,True
211,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7455230223788524,0.00750299179062508,0.7417391304347827,0.7491304347826089,0.0073913043478262,34,True
212,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.75454388008224,0.016523849494012754,0.7417391304347827,0.7582608695652174,0.016521739130434754,34,True
213,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.749532292508104,0.011512261919876754,0.7417391304347827,0.7534782608695653,0.011739130434782585,35,True
214,20260822,228,2,214,True,True,True,True,True,0.7380200305882273,0.7535466642695413,0.015526633681314017,0.7417391304347827,0.7573913043478262,0.01565217391304352,32,True
215,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7537443798835488,0.015724349295321516,0.7417391304347827,0.7578260869565218,0.016086956521739082,34,True
216,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7528672297366878,0.014847199148460555,0.7417391304347827,0.7565217391304349,0.014782608695652177,36,True
217,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7505372574938408,0.012517226905613521,0.7417391304347827,0.7543478260869566,0.012608695652173929,35,True
218,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7494556752771153,0.011435644688888025,0.7417391304347827,0.7534782608695653,0.011739130434782585,36,True
219,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7569045622161575,0.018884531627930246,0.7417391304347827,0.7604347826086958,0.018695652173913113,35,True
220,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7470496421040981,0.009029611515870783,0.7417391304347827,0.751304347826087,0.009565217391304337,35,True
221,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.75376454456731,0.01574451397908272,0.7417391304347827,0.7578260869565218,0.016086956521739082,31,True
222,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7471428429035063,0.009122812315279005,0.7417391304347827,0.751304347826087,0.009565217391304337,36,True
223,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7536359614325145,0.015615930844287251,0.7417391304347827,0.7565217391304347,0.014782608695652066,34,True
224,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7529137464414445,0.014893715853217193,0.7417391304347827,0.7565217391304349,0.014782608695652177,35,True
225,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7555316317132005,0.017511601124973186,0.7417391304347827,0.7595652173913044,0.01782608695652177,35,True
226,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7483191566273173,0.01029912603909,0.7417391304347827,0.7517391304347826,0.009999999999999898,35,True
227,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7435712006458194,0.005551170057592092,0.7417391304347827,0.7473913043478262,0.005652173913043512,36,True
228,20260822,228,2,212,True,True,True,True,True,0.7380200305882273,0.7557170385819767,0.017697007993749403,0.7417391304347827,0.7595652173913043,0.01782608695652166,35,True
229,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7514501750706547,0.013430144482427409,0.7417391304347827,0.7547826086956522,0.01304347826086949,34,True
230,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7430715453257711,0.0050515147375438385,0.7417391304347827,0.7465217391304348,0.0047826086956521685,36,True
231,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7541673832177851,0.0161473526295578,0.7417391304347827,0.7582608695652173,0.016521739130434643,33,True
232,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7495949312557871,0.01157490066755984,0.7417391304347827,0.7530434782608696,0.011304347826086913,37,True
233,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7496627067530438,0.011642676164816512,0.7417391304347827,0.7539130434782608,0.012173913043478146,35,True
234,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7508356143070888,0.01281558371886149,0.7417391304347827,0.7547826086956522,0.01304347826086949,37,True
235,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7566134942522678,0.018593463664040466,0.7417391304347827,0.7604347826086958,0.018695652173913113,35,True
236,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7412379631696375,0.003217932581410232,0.7417391304347827,0.7447826086956523,0.003043478260869592,35,True
237,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7474537895260668,0.009433758937839487,0.7417391304347827,0.751304347826087,0.009565217391304337,36,True
238,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7507246037905133,0.012704573202286018,0.7417391304347827,0.7547826086956522,0.01304347826086949,34,True
239,20260822,228,2,216,True,True,True,True,True,0.7380200305882273,0.7517538002604087,0.013733769672181428,0.7417391304347827,0.7556521739130434,0.013913043478260723,33,True
240,20260822,228,2,198,True,True,True,True,True,0.7380200305882273,0.7516086519399765,0.013588621351749208,0.7417391304347827,0.7552173913043478,0.013478260869565162,35,True
241,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7493927073293938,0.011372676741166488,0.7417391304347827,0.7530434782608696,0.011304347826086913,34,True
242,20260822,228,2,213,True,True,True,True,True,0.7380200305882273,0.7482552859971442,0.010235255408916899,0.7417391304347827,0.7521739130434782,0.01043478260869557,37,True
243,20260822,228,2,198,True,True,True,True,True,0.7380200305882273,0.7534027450589896,0.015382714470762338,0.7417391304347827,0.7569565217391304,0.015217391304347738,33,True
244,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7512204121242619,0.013200381536034644,0.7417391304347827,0.7552173913043478,0.013478260869565162,35,True
245,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.744725070419724,0.0067050398314967286,0.7417391304347827,0.7482608695652174,0.006521739130434745,35,True
246,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7515712553303089,0.013551224742081591,0.7417391304347827,0.7547826086956523,0.013043478260869601,32,True
247,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7593092361456174,0.021289205557390112,0.7417391304347827,0.7630434782608696,0.021304347826086922,36,True
248,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7455690582717572,0.007549027683529941,0.7417391304347827,0.7495652173913043,0.00782608695652165,35,True
249,20260822,228,2,212,True,True,True,True,True,0.7380200305882273,0.7591561860078824,0.02113615541965508,0.7417391304347827,0.7626086956521739,0.02086956521739125,35,True
250,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7531262187837728,0.015106188195545545,0.7417391304347827,0.7569565217391304,0.015217391304347738,36,True
251,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7515656354233632,0.013545604835135894,0.7417391304347827,0.7552173913043477,0.01347826086956505,33,True
252,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7546660922272557,0.016646061639028376,0.7417391304347827,0.7582608695652173,0.016521739130434643,39,True
253,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7491397291986747,0.01111969861044737,0.7417391304347827,0.752608695652174,0.010869565217391353,33,True
254,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7527851795713209,0.014765148983093557,0.7417391304347827,0.7560869565217392,0.014347826086956506,33,True
255,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7492164003718706,0.011196369783643356,0.7417391304347827,0.752608695652174,0.010869565217391353,34,True
256,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.7510246689372257,0.013004638348998454,0.7417391304347827,0.7547826086956522,0.01304347826086949,37,True
257,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7523090159099265,0.014288985321699199,0.7417391304347827,0.7556521739130434,0.013913043478260723,32,True
258,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.7516417704596812,0.013621739871453875,0.7417391304347827,0.7552173913043478,0.013478260869565162,32,True
259,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7496784155289565,0.011658384940729238,0.7417391304347827,0.7543478260869564,0.012608695652173707,35,True
260,20260822,228,2,198,True,True,True,True,True,0.7380200305882273,0.752132846697793,0.014112816109565718,0.7417391304347827,0.756086956521739,0.014347826086956283,35,True
261,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7460234574454961,0.008003426857268847,0.7417391304347827,0.75,0.008260869565217321,36,True
262,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.7513011543158371,0.013281123727609812,0.7417391304347827,0.7547826086956523,0.013043478260869601,35,True
263,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7557195199760858,0.01769948938785848,0.7417391304347827,0.7591304347826088,0.017391304347826098,36,True
264,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7528797797978426,0.014859749209615303,0.7417391304347827,0.7569565217391304,0.015217391304347738,33,True
265,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7476194990109232,0.009599468422695878,0.7417391304347827,0.751304347826087,0.009565217391304337,33,True
266,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7486246980467001,0.010604667458472772,0.7417391304347827,0.7526086956521738,0.01086956521739113,35,True
267,20260822,228,2,199,True,True,True,True,True,0.7380200305882273,0.7441170055229464,0.006096974934719057,0.7417391304347827,0.7478260869565218,0.006086956521739073,35,True
268,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7576510779373583,0.019631047349131014,0.7417391304347827,0.7608695652173914,0.019130434782608674,35,True
269,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.7486130059575847,0.010592975369357438,0.7417391304347827,0.7526086956521738,0.01086956521739113,31,True
270,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.7479441893804019,0.009924158792174564,0.7417391304347827,0.7517391304347827,0.010000000000000009,35,True
271,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.7544773662817112,0.016457335693483954,0.7417391304347827,0.7582608695652173,0.016521739130434643,36,True
272,20260822,228,2,212,True,True,True,True,True,0.7380200305882273,0.7571962604617828,0.019176229873555495,0.7417391304347827,0.7608695652173914,0.019130434782608674,34,True
273,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7526368224484355,0.014616791860208256,0.7417391304347827,0.7565217391304349,0.014782608695652177,35,True
274,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7452962391249518,0.007276208536724504,0.7417391304347827,0.7491304347826088,0.007391304347826089,33,True
275,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7575765716720844,0.01955654108385707,0.7417391304347827,0.7613043478260871,0.019565217391304457,35,True
276,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7512593522566039,0.013239321668376602,0.7417391304347827,0.7543478260869564,0.012608695652173707,35,True
277,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7643312177964521,0.026311187208224784,0.7417391304347827,0.7678260869565219,0.026086956521739202,34,True
278,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7530998379511334,0.01507980736290615,0.7417391304347827,0.7569565217391304,0.015217391304347738,34,True
279,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7478025592198252,0.009782528631597898,0.7417391304347827,0.7521739130434782,0.01043478260869557,35,True
280,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7479347698443364,0.009914739256109084,0.7417391304347827,0.7521739130434782,0.01043478260869557,36,True
281,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.75291441774734,0.014894387159112732,0.7417391304347827,0.7565217391304349,0.014782608695652177,34,True
282,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7476989408512789,0.009678910263051566,0.7417391304347827,0.7517391304347827,0.010000000000000009,32,True
283,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7532628537020686,0.015242823113841286,0.7417391304347827,0.7565217391304349,0.014782608695652177,35,True
284,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7467563759857374,0.008736345397510115,0.7417391304347827,0.7508695652173912,0.009130434782608554,35,True
285,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7574387931474773,0.019418762559250013,0.7417391304347827,0.7608695652173915,0.019130434782608785,34,True
286,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.765017192498478,0.0269971619102507,0.7417391304347827,0.768695652173913,0.026956521739130324,36,True
287,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7445508102963186,0.00653077970809135,0.7417391304347827,0.7482608695652174,0.006521739130434745,33,True
288,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7538085295584109,0.01578849897018364,0.7417391304347827,0.7573913043478262,0.01565217391304352,33,True
289,20260822,228,2,199,True,True,True,True,True,0.7380200305882273,0.7573550065765177,0.01933497598829037,0.7417391304347827,0.7613043478260869,0.019565217391304235,35,True
290,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7516496682198653,0.013629637631638047,0.7417391304347827,0.7556521739130434,0.013913043478260723,32,True
291,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7522686108482192,0.014248580259991872,0.7417391304347827,0.7560869565217392,0.014347826086956506,33,True
292,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.756857393019272,0.018837362431044724,0.7417391304347827,0.7604347826086958,0.018695652173913113,34,True
293,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7569503951203458,0.018930364532118493,0.7417391304347827,0.7608695652173914,0.019130434782608674,34,True
294,20260822,228,2,214,True,True,True,True,True,0.7380200305882273,0.7456021954589873,0.007582164870760022,0.7417391304347827,0.7499999999999999,0.00826086956521721,35,True
295,20260822,228,2,194,True,True,True,True,True,0.7380200305882273,0.7495027800704,0.01148274948217276,0.7417391304347827,0.7530434782608696,0.011304347826086913,34,True
296,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.746380013241609,0.00835998265338167,0.7417391304347827,0.75,0.008260869565217321,35,True
297,20260822,228,2,216,True,True,True,True,True,0.7380200305882273,0.7585096970198123,0.020489666431585007,0.7417391304347827,0.7621739130434783,0.02043478260869558,33,True
298,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7520800285247285,0.014059997936501256,0.7417391304347827,0.7560869565217392,0.014347826086956506,33,True
299,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7515096140970531,0.013489583508825786,0.7417391304347827,0.7552173913043478,0.013478260869565162,31,True
300,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.755026456956234,0.017006426368006755,0.7417391304347827,0.758695652173913,0.016956521739130315,35,True
301,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7443618490149658,0.0063418184267385325,0.7417391304347827,0.748695652173913,0.006956521739130306,36,True
302,20260822,228,2,198,True,True,True,True,True,0.7380200305882273,0.7501814985465005,0.01216146795827322,0.7417391304347827,0.7539130434782608,0.012173913043478146,37,True
303,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7490285664923675,0.011008535904140193,0.7417391304347827,0.7530434782608696,0.011304347826086913,35,True
304,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7508267627592943,0.012806732171066981,0.7417391304347827,0.7539130434782608,0.012173913043478146,34,True
305,20260822,228,2,198,True,True,True,True,True,0.7380200305882273,0.7461930820710395,0.008173051482812221,0.7417391304347827,0.7495652173913043,0.00782608695652165,36,True
306,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.7497379681244951,0.01171793753626782,0.7417391304347827,0.7543478260869566,0.012608695652173929,35,True
307,20260822,228,2,199,True,True,True,True,True,0.7380200305882273,0.7487284618769741,0.010708431288746767,0.7417391304347827,0.7526086956521738,0.01086956521739113,35,True
308,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7494901689173222,0.011470138329094937,0.7417391304347827,0.7526086956521738,0.01086956521739113,37,True
309,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7512564240861925,0.013236393497965238,0.7417391304347827,0.7547826086956522,0.01304347826086949,37,True
310,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7540880741108014,0.01606804352257407,0.7417391304347827,0.7573913043478262,0.01565217391304352,34,True
311,20260822,228,2,196,True,True,True,True,True,0.7380200305882273,0.7557098532934962,0.017689822705268865,0.7417391304347827,0.7591304347826088,0.017391304347826098,34,True
312,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7499995910960948,0.011979560507867526,0.7417391304347827,0.7539130434782608,0.012173913043478146,34,True
313,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7594060458137114,0.021386015225484112,0.7417391304347827,0.7630434782608696,0.021304347826086922,34,True
314,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.748245587713175,0.01022555712494766,0.7417391304347827,0.7526086956521738,0.01086956521739113,36,True
315,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7533422314507306,0.015322200862503355,0.7417391304347827,0.7565217391304347,0.014782608695652066,35,True
316,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7530933602483075,0.015073329660080237,0.7417391304347827,0.7565217391304347,0.014782608695652066,34,True
317,20260822,228,2,197,True,True,True,True,True,0.7380200305882273,0.7488655665579672,0.010845535969739917,0.7417391304347827,0.7530434782608697,0.011304347826087024,37,True
318,20260822,228,2,213,True,True,True,True,True,0.7380200305882273,0.7487569231489795,0.010736892560752165,0.7417391304347827,0.752608695652174,0.010869565217391353,34,True
319,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.7436055970158799,0.005585566427652622,0.7417391304347827,0.7478260869565218,0.006086956521739073,37,True
320,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.7531106401287214,0.015090609540494127,0.7417391304347827,0.7569565217391304,0.015217391304347738,32,True
321,20260822,228,2,198,True,True,True,True,True,0.7380200305882273,0.7465085763226117,0.0084885457343844,0.7417391304347827,0.7499999999999999,0.00826086956521721,40,True
322,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7524117289393158,0.014391698351088555,0.7417391304347827,0.7560869565217393,0.014347826086956617,36,True
323,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.7526483185493248,0.014628287961097497,0.7417391304347827,0.7569565217391304,0.015217391304347738,33,True
324,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7529957214714598,0.014975690883232473,0.7417391304347827,0.7565217391304349,0.014782608695652177,34,True
325,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7476976769526634,0.009677646364436132,0.7417391304347827,0.7517391304347827,0.010000000000000009,35,True
326,20260822,228,2,196,True,True,True,True,True,0.7380200305882273,0.7507394729439419,0.01271944235571465,0.7417391304347827,0.7547826086956523,0.013043478260869601,33,True
327,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.744771103165753,0.0067510725775257185,0.7417391304347827,0.7491304347826088,0.007391304347826089,32,True
328,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7543157610373983,0.016295730449170986,0.7417391304347827,0.7578260869565218,0.016086956521739082,36,True
329,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7567356956537445,0.01871566506551725,0.7417391304347827,0.7604347826086956,0.01869565217391289,36,True
330,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7523543713763552,0.014334340788127897,0.7417391304347827,0.7552173913043478,0.013478260869565162,35,True
331,20260822,228,2,199,True,True,True,True,True,0.7380200305882273,0.7517775815894167,0.013757551001189361,0.7417391304347827,0.7556521739130436,0.013913043478260945,35,True
332,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7513848819169108,0.01336485132868348,0.7417391304347827,0.7552173913043477,0.01347826086956505,36,True
333,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7530709320649085,0.0150509014766812,0.7417391304347827,0.7565217391304347,0.014782608695652066,35,True
334,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7472689170434303,0.009248886455203054,0.7417391304347827,0.7508695652173915,0.009130434782608776,39,True
335,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7525908721242662,0.014570841536038937,0.7417391304347827,0.756086956521739,0.014347826086956283,34,True
336,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7447712937073304,0.006751263119103124,0.7417391304347827,0.7473913043478262,0.005652173913043512,35,True
337,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.7507635031257227,0.012743472537495415,0.7417391304347827,0.7543478260869566,0.012608695652173929,33,True
338,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7428517833580299,0.004831752769802633,0.7417391304347827,0.7460869565217392,0.004347826086956497,37,True
339,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.7545450385155675,0.01652500792734024,0.7417391304347827,0.7573913043478262,0.01565217391304352,34,True
340,20260822,228,2,198,True,True,True,True,True,0.7380200305882273,0.7515365148549735,0.013516484266746231,0.7417391304347827,0.7552173913043478,0.013478260869565162,33,True
341,20260822,228,2,195,True,True,True,True,True,0.7380200305882273,0.7564218971728061,0.018401866584578763,0.7417391304347827,0.76,0.01826086956521733,34,True
342,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.753176635986765,0.015156605398537693,0.7417391304347827,0.7573913043478262,0.01565217391304352,36,True
343,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7533474979765904,0.015327467388363103,0.7417391304347827,0.7569565217391306,0.01521739130434796,32,True
344,20260822,228,2,213,True,True,True,True,True,0.7380200305882273,0.7512293909049327,0.013209360316705387,0.7417391304347827,0.7552173913043478,0.013478260869565162,35,True
345,20260822,228,2,212,True,True,True,True,True,0.7380200305882273,0.7580960138285792,0.02007598324035187,0.7417391304347827,0.7617391304347826,0.019999999999999907,35,True
346,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7564668729352083,0.01844684234698102,0.7417391304347827,0.7595652173913043,0.01782608695652166,33,True
347,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7445861670709503,0.006566136482722973,0.7417391304347827,0.7478260869565218,0.006086956521739073,34,True
348,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.74658930688044,0.008569276292212713,0.7417391304347827,0.75,0.008260869565217321,35,True
349,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7604257032293908,0.022405672641163554,0.7417391304347827,0.7634782608695652,0.021739130434782483,33,True
350,20260822,228,2,213,True,True,True,True,True,0.7380200305882273,0.757677126746128,0.019657096157900678,0.7417391304347827,0.761304347826087,0.019565217391304346,36,True
351,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.7473461705298823,0.009326139941654987,0.7417391304347827,0.7508695652173915,0.009130434782608776,34,True
