bootstrap_rep,n_rows,macro_f1_M,macro_f1_M_plus_G,delta_macro_f1_G_given_M,balanced_accuracy_M,balanced_accuracy_M_plus_G,delta_balanced_accuracy_G_given_M
47,2301,0.2996714192070114,0.3300801283042139,0.030408709097202502,0.3028928110202324,0.33157124408092986,0.02867843306069745
48,2300,0.29733465810837084,0.31577478657551045,0.018440128467139605,0.29826086956521736,0.3147826086956522,0.016521739130434865
49,2300,0.2995425028878508,0.3289259881115031,0.029383485223652306,0.30043478260869566,0.33043478260869563,0.02999999999999997
50,2299,0.2934152670003002,0.322925730784038,0.02951046378373784,0.2949714536671059,0.323276240667545,0.02830478700043909
51,2299,0.3053520802194899,0.3116978108552301,0.006345730635740177,0.3067018006148441,0.3119279754062363,0.005226174791392202
52,2299,0.3061043267467631,0.3311005665204049,0.02499623977364185,0.3058014931927975,0.3288581466842337,0.023056653491436208
53,2297,0.30023589650404026,0.32102529497985455,0.02078939847581429,0.29995517705064995,0.3209188704616764,0.02096369341102644
54,2301,0.29958129043232606,0.31546447621698226,0.015883185784656195,0.30159276797244944,0.31591046061127853,0.014317692638829094
55,2301,0.3015514900081948,0.3279456935557775,0.026394203547582706,0.3054799827808868,0.32937580714593195,0.02389582436504517
56,2303,0.29351672468399637,0.32492976214421565,0.031413037460219284,0.3001181933305192,0.3278682988602785,0.027750105529759317
57,2299,0.2894246787395186,0.317858188271097,0.028433509531578416,0.29145366710584103,0.3158498023715415,0.024396135265700447
58,2299,0.30984630851139533,0.3257876155436143,0.015941307032218965,0.3096837944664031,0.3262406675450154,0.01655687307861231
59,2303,0.28310482383433155,0.3158949103571819,0.03279008652285037,0.284812157028282,0.315631067961165,0.030818910932883026
60,2302,0.29238050013796746,0.32290296251075284,0.030522462372785386,0.2940153452685422,0.326615515771526,0.03260017050298375
61,2298,0.3029061933644771,0.3248465234515366,0.02194033008705948,0.3046761313220941,0.3247293700088732,0.020053238686779107
62,2300,0.30796267294027,0.32837015780406587,0.020407484863795844,0.31086956521739134,0.33000000000000007,0.01913043478260873
63,2301,0.31295330082179407,0.33677286696486064,0.023819566143066573,0.31376237623762376,0.3359104606112786,0.02214808437365484
64,2301,0.30967645228134605,0.3297379276417301,0.02006147536038405,0.3089883770985794,0.327658200602669,0.018669823504089578
65,2302,0.2848588547588081,0.3177263673136229,0.03286751255481479,0.28533674339300935,0.3191645353793692,0.03382779198635982
66,2301,0.3031718203164492,0.33301653066932974,0.029844710352880555,0.303284545845889,0.3323719328454584,0.02908738699956942
67,2301,0.315583849911952,0.3397836543071778,0.024199804395225788,0.3137666810159276,0.3389754627636677,0.025208781747740105
68,2299,0.31303373771261517,0.34183133212143363,0.02879759440881846,0.31628019323671497,0.3432762406675451,0.026996047430830117
69,2301,0.3048708870744638,0.3188396057172425,0.01396871864277871,0.3085492897115799,0.32199311235471373,0.013443822643133818
70,2299,0.29609050744687715,0.32803974254965224,0.031949235102775086,0.29667105841018876,0.3302020202020202,0.03353096179183146
71,2301,0.30745594063953474,0.3428291338697572,0.03537319323022248,0.30770124838570817,0.3424666379681446,0.03476538958243641
72,2300,0.29833617673274376,0.3180944622800377,0.01975828554729392,0.3004347826086956,0.31869565217391305,0.01826086956521744
73,2301,0.3042281270659641,0.3169686436730129,0.012740516607048835,0.3085148514851486,0.3180456306500216,0.009530779164872993
74,2299,0.29656967482010915,0.32549534120116785,0.0289256663810587,0.29846728151075974,0.3276196750109794,0.029152393500219642
75,2299,0.29291190013331664,0.3039952135192626,0.011083313385945981,0.2958278436539306,0.3054281949934124,0.009600351339481783
76,2301,0.3099716393146173,0.3429901264252868,0.033018487110669514,0.30896685320705986,0.34200172191132155,0.0330348687042617
77,2300,0.29588734170988235,0.3103187539675039,0.014431412257621568,0.29608695652173916,0.31000000000000005,0.01391304347826089
78,2300,0.30979809863589586,0.3263735875492308,0.016575488913334935,0.31130434782608696,0.32565217391304346,0.014347826086956506
79,2300,0.29757461533211194,0.3315985633198906,0.03402394798777869,0.2973913043478262,0.3317391304347826,0.03434782608695641
80,2300,0.31104624060036773,0.33947307943454846,0.028426838834180734,0.31434782608695655,0.34043478260869564,0.02608695652173909
81,2300,0.3123774681146171,0.3420494056216943,0.029671937507077195,0.31478260869565217,0.34130434782608693,0.026521739130434763
82,2298,0.3076828937172996,0.33825051306759174,0.03056761935029212,0.3098846495119787,0.3382342502218279,0.02834960070984921
83,2299,0.290383229065643,0.3162257234806406,0.025842494414997585,0.2897145366710584,0.3149758454106281,0.02526130873956972
84,2302,0.30191097891810537,0.3241851696909999,0.022274190772894553,0.30359761295822674,0.32612105711849954,0.0225234441602728
85,2302,0.2754672730350961,0.3087089485268958,0.03324167549179968,0.27624893435635123,0.3097186700767264,0.03346973572037515
86,2299,0.3116560283012829,0.3340401825919455,0.022384154290662595,0.31189284145805884,0.33541062801932364,0.023517786561264797
87,2301,0.296409786398333,0.3235595615403489,0.027149775142015886,0.295931984502798,0.32374515712440805,0.02781317262161004
88,2299,0.3257229412397277,0.3574446905768713,0.03172174933714356,0.32711023276240675,0.35931049626701805,0.032200263504611304
89,2299,0.30196203575264846,0.33402459824244607,0.03206256248979761,0.30148001756697407,0.33238032498902065,0.03090030742204658
90,2300,0.30095686012505624,0.3118155067082476,0.010858646583191356,0.29956521739130443,0.3082608695652174,0.008695652173912993
91,2302,0.29147504073478053,0.3048342177613884,0.013359177026607882,0.29312872975277066,0.30612958226768977,0.013000852514919115
92,2300,0.28864888071948697,0.3180381545294572,0.02938927380997025,0.2886956521739131,0.3178260869565217,0.029130434782608627
93,2300,0.29788009193554743,0.3224434495234158,0.024563357587868373,0.2995652173913044,0.32086956521739135,0.021304347826086978
94,2302,0.28986035422308193,0.30016210988045744,0.010301755657375511,0.2928218243819267,0.3014833759590793,0.008661551577152593
95,2300,0.29484644242768576,0.32709682400886125,0.03225038158117549,0.2952173913043479,0.32652173913043475,0.031304347826086876
96,2299,0.3066372741890318,0.3340801000042251,0.027442825815193306,0.3075757575757576,0.3345630215195433,0.0269872639437857
97,2300,0.2865592998575547,0.30974063036846167,0.023181330510906983,0.28782608695652173,0.31043478260869567,0.022608695652173938
98,2303,0.27256308855229994,0.29713596100685663,0.024572872454556693,0.27345715491768685,0.2972562262558041,0.02379907133811726
99,2300,0.28417025566793785,0.3288719376664937,0.04470168199855584,0.28608695652173916,0.33173913043478265,0.04565217391304349
100,2299,0.2915980466355176,0.3200708761468441,0.028472829511326514,0.2927492314448836,0.3206104523495828,0.027861220904699224
101,2300,0.3086086780434378,0.32321338256587345,0.014604704522435674,0.3091304347826087,0.32217391304347825,0.013043478260869545
102,2299,0.29020544965234824,0.32478589189245727,0.03458044224010903,0.2888537549407114,0.32280632411067195,0.033952569169960534
103,2300,0.2878122104028276,0.3144340636271252,0.02662185322429761,0.2882608695652174,0.3160869565217391,0.027826086956521723
104,2300,0.31959802086243133,0.33133312108409224,0.01173510022166091,0.3182608695652174,0.3295652173913043,0.011304347826086913
105,2299,0.29864698169766907,0.32769906829050977,0.029052086592840698,0.29974527887571367,0.32718050065876153,0.02743522178304786
106,2302,0.28794180215690834,0.30441658419008405,0.016474782033175706,0.2892242114236999,0.30394714407502127,0.014722932651321352
107,2301,0.29198898634316545,0.3179465555634907,0.02595756922032527,0.2915884631941455,0.31763237193284555,0.02604390873870005
108,2300,0.2926989065087249,0.31507878118780147,0.022379874679076595,0.29260869565217396,0.3139130434782609,0.021304347826086922
109,2299,0.2808754667429614,0.3081748254691503,0.027299358726188938,0.27883179622310056,0.3075713658322354,0.02873956960913482
110,2300,0.28818261579367693,0.3260558720779842,0.037873256284307266,0.29260869565217396,0.3295652173913044,0.036956521739130443
111,2299,0.29599830374722264,0.3279670095430878,0.03196870579586514,0.3005489679402723,0.33148880105401846,0.03093983311374615
112,2301,0.3040344651239051,0.3191287107628162,0.015094245638911097,0.3050624192854068,0.3176625053809729,0.012600086095566121
113,2298,0.2789326760903985,0.3105062468722216,0.0315735707818231,0.2842413487133984,0.31477373558118904,0.03053238686779064
114,2302,0.30926441342715466,0.33449287137744754,0.025228457950292882,0.3092497868712703,0.33394714407502135,0.024697357203751047
115,2300,0.3095872024835828,0.32334646282091795,0.013759260337335155,0.3113043478260869,0.3243478260869566,0.013043478260869712
116,2300,0.2953619270252375,0.31370840543535194,0.018346478410114442,0.2965217391304347,0.31478260869565217,0.01826086956521744
