bootstrap_rep,n_rows,macro_f1_L,macro_f1_L_plus_G,delta_macro_f1_G_given_L,balanced_accuracy_L,balanced_accuracy_L_plus_G,delta_balanced_accuracy_G_given_L
42,2299,0.7604471493251342,0.7594397421430533,-0.0010074071820809216,0.7603557312252963,0.7586297760210803,-0.0017259552042160342
43,2298,0.773481434844333,0.7679777334616592,-0.0055037013826737535,0.7759538598047916,0.7707364685004437,-0.00521739130434784
44,2300,0.7424905706159699,0.7324528562543996,-0.010037714361570305,0.7452173913043478,0.7347826086956523,-0.01043478260869557
45,2301,0.7527839738278089,0.7547056944902433,0.0019217206624343453,0.7583469651312956,0.7596427034007747,0.001295738269479041
46,2301,0.7411101043223759,0.7510482248223039,0.009938120499928038,0.7514377959535082,0.7592638829100302,0.007826086956521983
47,2301,0.7029360035155421,0.7058358210040528,0.0028998174885107586,0.7066250538097288,0.7092251399052948,0.0026000860955659455
48,2300,0.740833198617764,0.7378786430679941,-0.002954555549769866,0.7460869565217392,0.7426086956521738,-0.003478260869565375
49,2300,0.7101331372332678,0.713696389975895,0.0035632527426272542,0.714782608695652,0.7178260869565216,0.003043478260869592
50,2299,0.6993200181232027,0.7030978833521888,0.0037778652289861547,0.7051032059727712,0.7081291172595521,0.003025911286780869
51,2299,0.7577043758863794,0.7565746899649541,-0.0011296859214252608,0.7594554238032498,0.7572771190162494,-0.002178304787000429
52,2299,0.7093888289405004,0.7061625998033406,-0.003226229137159753,0.7128941589811155,0.7085507246376812,-0.004343434343434316
53,2297,0.700631788674797,0.700581322227623,-5.046644717399129e-05,0.7097310623038995,0.7088614970865084,-0.0008695652173911217
54,2301,0.7133126870000546,0.7165287198764952,0.0032160328764406776,0.7214722341799397,0.7240723202755058,0.0026000860955661675
55,2301,0.7487783353324068,0.7492858511787354,0.0005075158463285767,0.7532113646147224,0.7523461041756351,-0.0008652604390873009
56,2303,0.749551865107766,0.7509474399680786,0.0013955748603126095,0.7526298016040525,0.7539088222878852,0.0012790206838327878
57,2299,0.7337818864456421,0.7378026537894127,0.004020767343770548,0.7424989020641195,0.745546772068511,0.0030478700043915508
58,2299,0.7353251522429782,0.7367209249683182,0.001395772725339972,0.7416117698726394,0.7433640755379887,0.0017523056653492297
59,2303,0.7328469855615316,0.7395114093092736,0.00666442374774201,0.7379485014774165,0.7448543689320389,0.006905867454622405
60,2302,0.7444887291450307,0.7458778382067074,0.0013891090616766633,0.7481074168797953,0.7493861892583119,0.0012787723785165905
