row_index,relative_path,category,garment_id,rotation_deg,shell_index,reference_R2,rotated_R2,shell_mass_fraction,E_abs,E_rel,E_sym,R2_stratum
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,7,0.5067487875244469,0.49837554236817055,0.012139768347662519,0.008373245156276299,0.0165234636222437,0.016661113271769785,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,8,0.46900142249982313,0.4936530525885945,0.012027315756652593,0.02465163008877136,0.05256195164052121,0.0512159465866653,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,9,0.48248195474441985,0.45298257088719873,0.013632320919248818,0.029499383857221118,0.061140906032117866,0.0630689524807012,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,10,0.413966764231043,0.43002306749962826,0.01272247722835032,0.01605630326858526,0.0387864549909227,0.03804857040910191,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,11,0.41860759256396596,0.4197384772053195,0.013473864995553012,0.0011308846413535245,0.0027015387714944944,0.0026978945381463913,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,12,0.35443534617998185,0.37408941874947926,0.0131569531481614,0.019654072569497416,0.055451784877902956,0.053955811842306856,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,13,0.3890675540054867,0.38882593815496935,0.015221991637616413,0.00024161585051735157,0.0006210125928772366,0.0006212054810904973,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,14,0.10214683154126378,0.08758528958536504,0.023931955959476177,0.014561541955898732,0.14255500377431066,0.153495801021275,"[0.10,0.20)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,15,0.07450705442440048,0.09368514818179542,0.030091291057974423,0.019178093757394946,0.25739970403546475,0.2280497366729706,"[0.05,0.10)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,16,0.0739436489508728,0.04634674955891095,0.02991238920864045,0.027596899391961846,0.37321527654520903,0.4588379410800151,"[0.05,0.10)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,17,0.15542640597542928,0.1555337606834376,0.02812337071530071,0.00010735470800832259,0.0006907108694599414,0.0006904724110602506,"[0.10,0.20)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,18,0.21484711956929106,0.18399567278749362,0.041132090902585385,0.030851446781797437,0.14359720923252794,0.15470479784525873,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,19,0.07443027764601468,0.10649173764002393,0.04127521238205257,0.03206145999400925,0.4307583017020488,0.3544229810100216,"[0.05,0.10)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,20,0.2957449617591653,0.3260641056143514,0.04664737934348133,0.03031914385518608,0.10251787105633245,0.09751914356364175,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,21,0.46963194031200134,0.47502408442654553,0.06177225283431644,0.005392144114544195,0.011481638388909214,0.011416100619347835,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,22,0.5463850089372566,0.549361431534896,0.06725176090534558,0.0029764225976394165,0.005447482176402849,0.0054326849491874935,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,23,0.47160528449882316,0.4378244121009283,0.0508796859505822,0.033780872397894846,0.07162954595344265,0.0742902338117998,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,24,0.31749873516110394,0.3058181629383125,0.04151545200830105,0.011680572222791452,0.036789350410686025,0.03747876002850945,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,25,0.24410041252640183,0.22841531976586643,0.039634426849589545,0.015685092760535396,0.06425672369086595,0.0663897165262366,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,26,0.1827698000729547,0.16554526397311967,0.033699996933111154,0.01722453609983504,0.09424169689390516,0.09890204517572411,"[0.10,0.20)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-45.0,27,0.09972723653689057,0.039414990480583986,0.025506292233615148,0.060312246056306584,0.6047720577717622,0.8669150602100412,"[0.05,0.10)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,3,0.20548131571553915,0.22603244200169226,0.012809372412312536,0.020551126286153104,0.10001457414553123,0.09525131432597402,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,4,0.35262917308647496,0.3460932235634822,0.01097946206769646,0.0065359495229927456,0.01853490868547606,0.018708286879967,"[0.20,0.40)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,5,0.4922783279201662,0.49659310839639903,0.011270816508040361,0.004314780476232849,0.008764920638416945,0.008726676325700984,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,6,0.545466929353268,0.5417602516052148,0.012149991310481605,0.003706677748053222,0.006795421589440883,0.0068185891835144735,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,7,0.5067487875244469,0.5182720741310552,0.012139768347662519,0.011523286606608396,0.022739643172905437,0.02248400405821446,"[0.40,0.60)"
0,A-Line/1-1.tif,A-Line,A-Line__G01,-30.0,8,0.46900142249982313,0.4839366506651226,0.012027315756652593,0.014935228165299463,0.031844739586701566,0.03134564267265728,"[0.40,0.60)"
