condition,m_macro_f1,m_balanced_accuracy,aug_macro_f1,aug_balanced_accuracy,delta_macro_f1,delta_balanced_accuracy
CLEAN_TARGET_TEXT_IDENTITY_EXCLUSION,0.27905810056487185,0.2803381642512078,0.3154604063843321,0.3163285024154589,0.036402305819460246,0.03599033816425112
