metric,raw_m,clean_m,raw_aug,clean_aug,raw_increment,clean_increment,clean_minus_raw_increment
macro_f1,0.29591237413184013,0.271429342423399,0.32122518118437415,0.3142559792110737,0.025312807052534025,0.04282663678767468,0.01751382973514065
balanced_accuracy,0.2965217391304348,0.2730434782608696,0.3208695652173913,0.31565217391304345,0.024347826086956514,0.042608695652173845,0.01826086956521733
