replicate,delta_macro_f1,delta_balanced_accuracy
638,0.04879000393913574,0.04895114298520847
639,0.032418417744553396,0.033957409050576814
640,0.03579095890440137,0.033966282165039996
641,0.041362573622894305,0.03913043478260869
642,0.04051482018326841,0.04131313131313141
643,0.04158944816368554,0.041321914800175774
644,0.03994521103942916,0.040509442248572614
645,0.04498930862664696,0.04869565217391292
646,0.046241228182199445,0.047000439174352204
647,0.022319623485711926,0.022608695652173882
648,0.041718154514048145,0.041796223100570906
649,0.06273211623697428,0.060491875274484075
650,0.04561537631120999,0.0464743865690917
651,0.049369840550188726,0.04999999999999993
652,0.05764235547165375,0.05401952085181905
653,0.04403052779112043,0.04172621609987087
654,0.038839602574718524,0.039956952216960995
655,0.034656859045501476,0.03435660957400083
656,0.042418834216158885,0.04129117259552045
657,0.04746822771913317,0.0464743865690917
658,0.042575340277343277,0.04398402839396626
659,0.05803773482655811,0.05826086956521742
660,0.04031919466229583,0.04255273353422301
661,0.05909060039964531,0.060400682011935214
662,0.045955868113293996,0.04391304347826086
663,0.038262634081213,0.040434782608695596
664,0.03897036657644115,0.039183135704874805
665,0.05401264654814597,0.054662074903142455
666,0.043909960338742504,0.04132209405501325
667,0.04700447250342782,0.046130873956960916
668,0.041402566077770986,0.04162830349531116
669,0.04637578225103334,0.04903572965992248
670,0.04428886610898758,0.04565217391304338
671,0.05725385063171207,0.056654835847382456
672,0.03153491427180238,0.02999999999999997
673,0.04940208789829492,0.04869565217391297
674,0.04186376421876742,0.040905057675244105
675,0.04247207133565828,0.039636202307009816
676,0.04695558430699642,0.046943858168003394
677,0.046678362216646674,0.047887571365832216
678,0.04271710534198153,0.039913904433921565
679,0.052849054897556313,0.053913043478260814
680,0.045493952137548865,0.04603960396039608
681,0.02696795387071249,0.028278615794143758
682,0.04914361083552504,0.05120964270340078
683,0.04849191357854038,0.050070267896354936
684,0.041991341380938685,0.040000000000000036
685,0.06231861702769176,0.05998708566508826
686,0.04794114635859703,0.04949203616013781
687,0.052623183959529196,0.05134826526130881
688,0.04959349037045924,0.04904864399483433
689,0.03555952596236045,0.036530348687042635
690,0.040669666984595454,0.036487300904003483
691,0.022740229768711873,0.024778303917348254
692,0.030800884530768513,0.026854219948849012
693,0.05761909892042921,0.05743083003952576
694,0.04219934517992713,0.0452569169960475
