permutation,delta_macro_f1,delta_balanced_accuracy,self_mapped_rows
333,0.046362920340471236,0.04478260869565209,20
334,0.048013744214958964,0.04695652173913034,20
335,0.05452047008661115,0.05217391304347818,20
336,0.05566242721555931,0.0547826086956521,20
337,0.055078688375895135,0.05478260869565216,20
338,0.04575612377644639,0.045217391304347765,20
339,0.03932181867903889,0.03782608695652162,20
340,0.05604804226045712,0.05478260869565216,20
341,0.04616915054879073,0.04521739130434782,20
342,0.043662703712869844,0.04217391304347823,20
343,0.04341822945339846,0.04086956521739127,20
344,0.03884903268214479,0.03739130434782606,20
345,0.04624468110191471,0.04478260869565209,20
346,0.045961893242956686,0.04652173913043478,20
347,0.043395310394260256,0.0426086956521739,20
348,0.046754531274321665,0.04478260869565215,20
349,0.04548682902044909,0.04565217391304344,20
350,0.048147060052167734,0.04695652173913034,20
351,0.045934677993982764,0.044347826086956366,20
352,0.04500351396430752,0.04347826086956513,20
353,0.035867065587002867,0.033478260869565124,20
354,0.03575178351494984,0.03521739130434781,20
355,0.043409211241284884,0.04304347826086952,20
356,0.049843123258399125,0.04826086956521736,20
357,0.03779124462425898,0.03565217391304348,20
358,0.04634200335737598,0.046521739130434725,20
359,0.043206379168027664,0.04086956521739121,20
360,0.043628289362785566,0.042608695652173845,20
361,0.047227277582412575,0.044782608695652204,20
362,0.03412706148810146,0.033913043478260796,20
363,0.039866042625239184,0.03826086956521729,20
364,0.04290340040398094,0.04130434782608683,20
365,0.04233359663222608,0.041739130434782556,20
366,0.0473332723400427,0.04695652173913034,20
367,0.045097275504700884,0.043478260869565244,20
368,0.04826774985293919,0.04608695652173911,20
369,0.042021448447005116,0.03913043478260869,20
370,0.040996428530078344,0.04043478260869554,20
371,0.04446299977433854,0.04434782608695653,20
372,0.04444903836928649,0.04347826086956513,20
373,0.05238943123000378,0.05086956521739133,20
374,0.05444787790896122,0.05217391304347824,20
375,0.049806455568898955,0.04869565217391297,20
376,0.046658790753762114,0.043913043478260805,20
377,0.05126179893299515,0.04826086956521736,20
378,0.04828607425359738,0.0469565217391304,20
379,0.04851647389331326,0.047826086956521685,20
380,0.05168004965788536,0.04869565217391303,20
381,0.0437205599060137,0.0426086956521739,20
382,0.04568654151233709,0.0426086956521739,20
383,0.03939663948928568,0.037826086956521676,20
384,0.04569205689112277,0.04478260869565209,20
385,0.0501406973528718,0.04956521739130432,20
386,0.05729781605882367,0.05608695652173917,20
387,0.047408952199522014,0.04521739130434782,20
388,0.054415822345882436,0.05391304347826087,20
389,0.04968972973813651,0.04999999999999999,20
390,0.04842653515855222,0.04782608695652163,20
391,0.05430836715555731,0.055652173913043446,20
392,0.053420980176282884,0.05086956521739128,20
393,0.04176153336068794,0.041739130434782556,20
394,0.04268414430468481,0.04217391304347817,20
395,0.04361374469762974,0.041739130434782556,20
396,0.05629626683721645,0.055652173913043446,20
397,0.06092592177504358,0.059565217391304326,20
398,0.05288452763950163,0.051739130434782565,20
399,0.048966886024103984,0.04695652173913045,20
400,0.042905626417090004,0.04130434782608694,20
401,0.046092281388859346,0.04521739130434782,20
402,0.040651726731250726,0.04086956521739127,20
403,0.035756045117799395,0.034782608695652195,20
404,0.040126195009148546,0.037826086956521676,20
405,0.03598723736559095,0.035217391304347756,20
406,0.050013685545696185,0.0482608695652173,20
407,0.04352104117163724,0.04217391304347817,20
408,0.05430244861629124,0.05217391304347824,20
409,0.041790578367374376,0.04086956521739127,20
410,0.0467300733739896,0.047826086956521685,20
411,0.05536453030844296,0.05478260869565216,20
412,0.04132978608144139,0.04217391304347823,20
413,0.0530793604065099,0.05304347826086958,20
